Serial Number, Wavelength,Intensity,Absorbance,Reflectance
6100024,1265.058646619406,101899,0.6346793,0.2319107
6100024,1268.521100609196,103826,0.6335222,0.2325294
6100024,1271.979331120149,105294,0.6335229,0.232529
6100024,1275.433338152266,106536,0.6341289,0.2322047
6100024,1278.883121705547,107289,0.6362715,0.231062
6100024,1282.32868177999,108490,0.6360359,0.2311874
6100024,1285.770018375598,108817,0.6387315,0.2297569
6100024,1290.351897313773,109387,0.6410696,0.2285233
6100024,1293.783379125428,109687,0.6430252,0.2274965
6100024,1297.210637458247,108918,0.6485758,0.2246075
6100024,1300.63367231223,108564,0.6527278,0.2224704
6100024,1304.052483687376,108004,0.657123,0.2202303
6100024,1307.467071583685,106651,0.664488,0.216527
6100024,1310.877436001158,105734,0.6698691,0.2138607
6100024,1314.283576939795,104228,0.6774719,0.2101494
6100024,1318.818528335342,101873,0.6895764,0.204373
6100024,1322.214814490026,99664,0.6997554,0.1996386
6100024,1325.606877165874,97333,0.7108037,0.194624
6100024,1328.994716362886,94682,0.7236934,0.1889325
6100024,1332.378332081061,92332,0.7349741,0.1840882
6100024,1335.757724320399,89722,0.7473027,0.1789358
6100024,1339.132893080901,87112,0.759517,0.1739735
6100024,1342.503838362567,84650,0.7717381,0.1691461
6100024,1345.870560165395,82068,0.7841651,0.1643747
6100024,1350.352952713199,78754,0.8003196,0.1583727
6100024,1353.709819732076,76306,0.8119465,0.1541891
6100024,1357.062463272117,74948,0.8183141,0.1519448
6100024,1360.410883333321,72620,0.8302782,0.1478161
6100024,1363.755079915688,70200,0.8432648,0.1434615
6100024,1367.095053019219,67666,0.8575034,0.1388342
6100024,1370.430802643913,64563,0.8760606,0.1330269
6100024,1373.762328789771,61398,0.895631,0.1271654
6100024,1378.197793794947,55827,0.9327499,0.1167482
6100024,1381.519465156853,50826,0.9694834,0.1072794
6100024,1384.836913039923,45753,1.010494,0.09761265
6100024,1388.150137444156,40421,1.059589,0.08717886
6100024,1391.459138369552,35306,1.113675,0.0769707
6100024,1394.763915816112,30813,1.16867,0.06781567
6100024,1398.064469783836,27241,1.219457,0.06033137
6100024,1401.360800272722,24488,1.263794,0.05447613
6100024,1405.74933773527,22113,1.307497,0.04926096
6100024,1409.035813440205,20855,1.333549,0.04639279
6100024,1412.318065666304,19713,1.358895,0.04376281
6100024,1415.596094413566,19347,1.367916,0.04286312
6100024,1418.869899681991,18818,1.381091,0.04158233
6100024,1422.13948147158,18472,1.39032,0.04070803
6100024,1425.404839782333,18522,1.390305,0.04070939
6100024,1428.665974614249,17888,1.406794,0.03919274
6100024,1433.007584534169,17853,1.4092,0.03897626
6100024,1436.258864582133,17758,1.412595,0.03867278
6100024,1439.50592115126,18033,1.407572,0.03912265
6100024,1442.748754241551,18388,1.399982,0.03981233
6100024,1445.987363853006,17870,1.41352,0.03859045
6100024,1449.221749985624,17693,1.418598,0.03814191
6100024,1452.451912639405,17743,1.417987,0.0381956
6100024,1455.67785181435,17876,1.415356,0.03842764
6100024,1459.972534191642,18365,1.403726,0.0394706
6100024,1463.188618582635,18062,1.410801,0.03883282
6100024,1466.400479494792,17740,1.418504,0.03815013
6100024,1469.608116928112,17734,1.417956,0.03819834
6100024,1472.811530882595,17856,1.414257,0.03852502
6100024,1476.010721358242,18038,1.409027,0.03899181
6100024,1479.205688355053,17821,1.413638,0.03857994
6100024,1482.396431873026,18064,1.406599,0.03921041
6100024,1486.644186707691,18061,1.404859,0.03936779
6100024,1489.825075441712,18481,1.393503,0.04041073
6100024,1493.001740696898,18344,1.395229,0.04025049
6100024,1496.174182473247,18511,1.389422,0.04079227
6100024,1499.34240077076,19078,1.374464,0.0422217
6100024,1502.506395589436,18962,1.375043,0.04216551
6100024,1505.666166929275,18860,1.375244,0.04214591
6100024,1508.821714790278,18982,1.370206,0.04263769
6100024,1513.022542082314,19690,1.350657,0.04460079
6100024,1516.168235159365,19528,1.351304,0.04453445
6100024,1519.30970475758,19772,1.343604,0.04533105
6100024,1522.446950876958,19886,1.337936,0.04592652
6100024,1525.579973517499,20415,1.323223,0.04750912
6100024,1528.708772679204,20409,1.319957,0.04786777
6100024,1531.833348362073,20658,1.31116,0.04884727
6100024,1534.953700566105,20397,1.312901,0.04865186
6100024,1539.107600315513,21445,1.285784,0.05178638
6100024,1542.218097735593,21507,1.280451,0.0524263
6100024,1545.324371676836,21552,1.275074,0.05307943
6100024,1548.426422139243,21826,1.264576,0.05437807
6100024,1551.524249122814,22170,1.25286,0.05586508
6100024,1554.617852627548,21965,1.251787,0.05600316
6100024,1557.707232653446,22860,1.229162,0.05899812
6100024,1560.792389200506,23262,1.215757,0.0608475
6100024,1564.899361407287,22645,1.219098,0.06038119
6100024,1567.974663170396,22962,1.206662,0.0621352
6100024,1571.045741454668,23525,1.189707,0.06460907
6100024,1574.112596260104,22949,1.193601,0.06403235
6100024,1577.175227586704,23980,1.167394,0.06801525
6100024,1580.233635434467,23415,1.170165,0.06758258
6100024,1583.287819803393,23518,1.160752,0.06906334
6100024,1586.337780693483,23535,1.152775,0.07034361
6100024,1589.383518104737,23651,1.143053,0.07193608
6100024,1593.437931463774,23580,1.13278,0.07365803
6100024,1596.473814091075,23416,1.127613,0.07453954
6100024,1599.50547323954,23792,1.111811,0.07730172
6100024,1602.532908909169,23305,1.110866,0.07747003
6100024,1605.556121099961,23237,1.102452,0.07898556
6100024,1608.575109811916,23388,1.089527,0.08137164
6100024,1611.589875045035,22785,1.090974,0.08110099
6100024,1614.600416799318,22696,1.082531,0.08269299
6100024,1618.607902615727,22702,1.068447,0.08541876
6100024,1621.608589586057,22147,1.069222,0.08526637
6100024,1624.605053077551,21825,1.065085,0.08608245
6100024,1627.597293090209,21423,1.062347,0.08662688
6100024,1630.58530962403,21362,1.052748,0.08856294
6100024,1633.569102679014,21313,1.042573,0.09066237
6100024,1636.548672255162,20844,1.040445,0.09110777
6100024,1639.524018352474,20440,1.037118,0.09180823
6100024,1643.484576626255,19757,1.034644,0.09233279
6100024,1646.450067939614,19569,1.026054,0.09417727
6100024,1649.411335774137,19450,1.014071,0.09681193
6100024,1652.368380129824,18760,1.013771,0.09687881
6100024,1655.321201006674,18172,1.009706,0.09778988
6100024,1658.269798404687,17971,0.994281,0.1013256
6100024,1661.214172323864,16937,0.9956914,0.100997
6100024,1664.154322764205,16351,0.9812946,0.1044012
6100024,1668.067953495358,14689,0.9767281,0.1055047
6100024,1670.998249151746,13440,0.9681562,0.1076078
6100024,1673.924321329298,12070,0.9576672,0.1102384
6100024,1676.846170028014,10606,0.948656,0.1125496
6100024,1679.763795247893,9096,0.9458056,0.1132907
6100024,1682.677196988936,7721,0.9438827,0.1137935
6100024,1685.586375251142,6680,0.9360078,0.1158757
6100024,1688.491330034511,5963,0.9145451,0.1217461
6100024,1692.358033223036,4527,0.9409625,0.1145612
6100024,1695.253133222454,4322,0.8957047,0.1271438
6100024,1698.144009743035,3131,0.9739917,0.1061716
6100024,1701.030662784779,3019,0.924868,0.1188864
