Serial Number, Wavelength,Intensity,Absorbance,Reflectance
6100024,901.369481389433,33389,0.3269999,0.4709774
6100024,905.2500597840384,37774,0.3248317,0.4733347
6100024,909.1264146998071,41970,0.3145087,0.4847204
6100024,912.9985461367394,45008,0.3177912,0.4810706
6100024,916.8664540948351,48807,0.3185313,0.4802515
6100024,922.0170948496615,55221,0.318246,0.4805671
6100024,925.8751480238053,60879,0.3211619,0.4773513
6100024,929.7289777191128,67716,0.3212789,0.4772227
6100024,933.5785839355835,75287,0.3210952,0.4774246
6100024,937.4239666732178,83358,0.3182345,0.4805798
6100024,941.2651259320156,90398,0.3182415,0.480572
6100024,945.1020617119768,96696,0.3173314,0.4815802
6100024,948.9347740131016,102036,0.3183377,0.4804656
6100024,954.0384872253001,107848,0.3211138,0.4774042
6100024,957.861344742473,111735,0.3237187,0.4745493
6100024,961.6799787808093,115553,0.3255349,0.4725688
6100024,965.4943893403092,118984,0.3277161,0.4702014
6100024,969.3045764209725,123452,0.3254418,0.4726702
6100024,973.1105400227992,127341,0.3246225,0.4735627
6100024,976.9122801457895,130259,0.3258904,0.4721822
6100024,980.7097967899433,133435,0.3249963,0.4731553
6100024,985.7665824595136,137441,0.3226553,0.4757127
6100024,989.5542443197156,139725,0.3214882,0.4769927
6100024,993.337682701081,141799,0.3197872,0.4788646
6100024,997.1168976036098,143905,0.3169397,0.4820147
6100024,1000.891889027302,145370,0.3149822,0.4841922
6100024,1004.662656972158,146298,0.3137579,0.4855591
6100024,1008.429201438177,147015,0.3119775,0.4875537
6100024,1012.19152242536,147700,0.309388,0.4904695
6100024,1017.201380552302,147624,0.3080743,0.4919554
6100024,1020.953846755533,148160,0.3044999,0.4960211
6100024,1024.702089479928,147490,0.3037862,0.4968369
6100024,1028.446108725486,147107,0.3021887,0.4986678
6100024,1032.185904492207,146925,0.2995644,0.5016902
6100024,1035.921476780092,146275,0.2978863,0.5036324
6100024,1039.65282558914,145014,0.298061,0.5034299
6100024,1043.379950919352,144098,0.2975471,0.504026
6100024,1048.342881503666,143318,0.2950036,0.5069866
6100024,1052.060152049926,142127,0.295903,0.5059377
6100024,1055.77319911735,141725,0.2946369,0.5074148
6100024,1059.482022705937,140635,0.2955059,0.5064005
6100024,1063.186622815687,140999,0.2931492,0.5091559
6100024,1066.886999446601,139961,0.2959205,0.5059173
6100024,1070.583152598678,139881,0.2958406,0.5060104
6100024,1074.275082271919,139732,0.2971259,0.5045151
6100024,1077.962788466323,140018,0.2962834,0.5054947
6100024,1082.873160202894,140563,0.2968419,0.5048451
6100024,1086.551011613347,141061,0.2974532,0.504135
6100024,1090.224639544962,141291,0.2982795,0.5031767
6100024,1093.894043997742,141492,0.3001528,0.501011
6100024,1097.559224971685,142515,0.2999117,0.5012891
6100024,1101.220182466791,143564,0.2993266,0.501965
6100024,1104.876916483061,143813,0.3012157,0.4997863
6100024,1108.529427020494,144665,0.3014501,0.4995166
6100024,1113.392871214437,145416,0.3025371,0.4982679
6100024,1117.035526967919,146192,0.3027703,0.4980004
6100024,1120.673959242564,146361,0.304354,0.4961877
6100024,1124.308168038372,146624,0.3053052,0.4951021
6100024,1127.938153355344,146962,0.3066846,0.4935321
6100024,1131.563915193479,146198,0.3108024,0.4888748
6100024,1135.185453552778,145026,0.3164203,0.4825915
6100024,1138.80276843324,143753,0.3221627,0.4762525
6100024,1143.619285084555,141438,0.3318858,0.4657085
6100024,1147.226745181066,139661,0.3395279,0.4575854
6100024,1150.82998179874,137743,0.3476485,0.4491087
6100024,1154.428994937577,135544,0.3564662,0.4400822
6100024,1158.023784597578,135174,0.3598208,0.436696
6100024,1161.614350778742,134674,0.3634571,0.4330549
6100024,1165.20069348107,134378,0.366858,0.4296769
6100024,1168.782812704562,134756,0.3676041,0.4289393
6100024,1173.552401813249,135371,0.3693747,0.4271942
6100024,1177.124666252788,135806,0.3713697,0.4252363
6100024,1180.692707213491,136466,0.3722889,0.4243372
6100024,1184.256524695358,137147,0.3744498,0.4222311
6100024,1187.816118698388,138126,0.3764278,0.4203124
6100024,1191.371489222581,139051,0.3786201,0.418196
6100024,1194.922636267938,140054,0.3810817,0.4158323
6100024,1198.469559834458,141638,0.3816637,0.4152755
6100024,1203.192221400517,143846,0.3829108,0.4140847
6100024,1206.729290183086,145309,0.3843414,0.4127229
6100024,1210.262135486817,147357,0.3843157,0.4127474
6100024,1213.790757311713,149104,0.3848724,0.4122186
6100024,1217.315155657772,151103,0.3852154,0.4118932
6100024,1220.835330524994,153643,0.3837405,0.4132943
6100024,1224.35128191338,156244,0.3821115,0.4148475
6100024,1227.86300982293,158773,0.3807543,0.416146
6100024,1232.538743846361,161691,0.380278,0.4166027
6100024,1236.040616971958,163975,0.3791306,0.4177047
6100024,1239.538266618719,165989,0.3778615,0.4189272
6100024,1243.031692786643,168109,0.375383,0.4213248
6100024,1246.520895475731,170139,0.3737926,0.4228705
6100024,1250.005874685983,172158,0.3731921,0.4234556
6100024,1253.486630417398,174827,0.3733983,0.4232546
6100024,1256.963162669976,179017,0.371726,0.4248875
6100024,1261.591969150779,183771,0.3715424,0.4250672
6100024,1265.058646619406,187152,0.3706547,0.4259369
6100024,1268.521100609196,190791,0.3692704,0.4272968
6100024,1271.979331120149,193217,0.3698812,0.4266962
6100024,1275.433338152266,196010,0.3693471,0.4272213
6100024,1278.883121705547,197885,0.3704138,0.4261732
6100024,1282.32868177999,199607,0.3712498,0.4253537
6100024,1285.770018375598,200962,0.3723143,0.4243124
6100024,1290.351897313773,202508,0.3735931,0.4230648
6100024,1293.783379125428,203216,0.3752225,0.4214805
6100024,1297.210637458247,202990,0.3782008,0.4186
6100024,1300.63367231223,203529,0.3797873,0.4170736
6100024,1304.052483687376,202366,0.3844253,0.4126432
6100024,1307.467071583685,201496,0.3881865,0.4090849
6100024,1310.877436001158,200231,0.3925524,0.4049931
6100024,1314.283576939795,198924,0.3967691,0.4010799
6100024,1318.818528335342,195670,0.4061113,0.3925443
6100024,1322.214814490026,193280,0.4121068,0.3871624
6100024,1325.606877165874,190366,0.4194744,0.3806498
6100024,1328.994716362886,187262,0.4275111,0.3736705
6100024,1332.378332081061,183312,0.4371355,0.3654808
6100024,1335.757724320399,179503,0.4461299,0.3579893
6100024,1339.132893080901,175623,0.4550135,0.3507409
6100024,1342.503838362567,171774,0.4644076,0.3432356
6100024,1345.870560165395,168413,0.4719633,0.3373158
6100024,1350.352952713199,163088,0.4841703,0.3279667
6100024,1353.709819732076,159169,0.4926467,0.3216276
6100024,1357.062463272117,155756,0.5006294,0.3157699
6100024,1360.410883333321,151621,0.5105751,0.3086206
6100024,1363.755079915688,147639,0.5204008,0.3017166
6100024,1367.095053019219,143221,0.5318673,0.2938548
6100024,1370.430802643913,138038,0.5460456,0.2844162
6100024,1373.762328789771,132511,0.5615333,0.2744522
6100024,1378.197793794947,121977,0.5933162,0.2550843
6100024,1381.519465156853,112456,0.6245868,0.2373631
6100024,1384.836913039923,101374,0.6649869,0.2162784
6100024,1388.150137444156,89832,0.7127648,0.1937471
6100024,1391.459138369552,77232,0.7737257,0.1683737
6100024,1394.763915816112,64701,0.8464929,0.142399
6100024,1398.064469783836,54390,0.9191608,0.120459
6100024,1401.360800272722,45597,0.9938108,0.1014353
