Serial Number, Wavelength,Intensity,Absorbance,Reflectance
6100024,1405.74933773527,217801,0.3140849,0.4851936
6100024,1409.035813440205,214868,0.3205879,0.4779826
6100024,1412.318065666304,211754,0.3278159,0.4700933
6100024,1415.596094413566,208499,0.3354258,0.4619279
6100024,1418.869899681991,205461,0.3429353,0.4540093
6100024,1422.13948147158,203215,0.3488781,0.447839
6100024,1425.404839782333,200786,0.3552598,0.4413064
6100024,1428.665974614249,198119,0.36243,0.4340802
6100024,1433.007584534169,196057,0.3685287,0.4280272
6100024,1436.258864582133,194118,0.3739228,0.4227437
6100024,1439.50592115126,192874,0.378366,0.4184408
6100024,1442.748754241551,191770,0.3817363,0.4152061
6100024,1445.987363853006,191336,0.3838481,0.413192
6100024,1449.221749985624,190871,0.3856592,0.4114725
6100024,1452.451912639405,190478,0.3871689,0.4100446
6100024,1455.67785181435,189248,0.3905953,0.4068222
6100024,1459.972534191642,188919,0.3914416,0.4060303
6100024,1463.188618582635,188269,0.3927881,0.4047734
6100024,1466.400479494792,186827,0.396018,0.4017742
6100024,1469.608116928112,185761,0.3978077,0.4001219
6100024,1472.811530882595,184664,0.3996591,0.3984198
6100024,1476.010721358242,183944,0.4005294,0.3976222
6100024,1479.205688355053,182736,0.4027464,0.3955975
6100024,1482.396431873026,182486,0.402183,0.3961111
6100024,1486.644186707691,180867,0.4042414,0.3942381
6100024,1489.825075441712,180767,0.4031096,0.3952669
6100024,1493.001740696898,179934,0.4036096,0.394812
6100024,1496.174182473247,179818,0.4020189,0.3962608
6100024,1499.34240077076,179836,0.4001205,0.3979967
6100024,1502.506395589436,179110,0.3998069,0.3982842
6100024,1505.666166929275,178885,0.3982123,0.3997493
6100024,1508.821714790278,178638,0.3965745,0.4012597
6100024,1513.022542082314,178194,0.3940101,0.403636
6100024,1516.168235159365,178111,0.3912709,0.4061899
6100024,1519.30970475758,177408,0.3906816,0.4067414
6100024,1522.446950876958,176675,0.3893088,0.4080292
6100024,1525.579973517499,175807,0.3881363,0.4091323
6100024,1528.708772679204,175200,0.3862444,0.4109184
6100024,1531.833348362073,174126,0.3853843,0.411733
6100024,1534.953700566105,173138,0.3840745,0.4129767
6100024,1539.107600315513,170738,0.3847803,0.4123061
6100024,1542.218097735593,169828,0.3830213,0.4139794
6100024,1545.324371676836,168513,0.3819279,0.4150229
6100024,1548.426422139243,167479,0.37959,0.4172632
6100024,1551.524249122814,165981,0.3785669,0.4182473
6100024,1554.617852627548,164343,0.3777674,0.4190179
6100024,1557.707232653446,163000,0.3760505,0.4206777
6100024,1560.792389200506,161450,0.3743663,0.4223123
6100024,1564.899361407287,159225,0.3720594,0.4245615
6100024,1567.974663170396,158015,0.3689737,0.4275888
6100024,1571.045741454668,155716,0.368903,0.4276584
6100024,1574.112596260104,153817,0.36736,0.4291805
6100024,1577.175227586704,152324,0.3644746,0.4320415
6100024,1580.233635434467,149727,0.3643593,0.4321562
6100024,1583.287819803393,147754,0.3626136,0.4338968
6100024,1586.337780693483,145803,0.3607231,0.4357896
6100024,1589.383518104737,143920,0.3587816,0.4377422
6100024,1593.437931463774,141544,0.3544322,0.4421481
6100024,1596.473814091075,139880,0.3513704,0.4452763
6100024,1599.50547323954,138621,0.3464128,0.4503884
6100024,1602.532908909169,136995,0.3416106,0.4553961
6100024,1605.556121099961,134632,0.339484,0.4576316
6100024,1608.575109811916,132655,0.3357964,0.4615339
6100024,1611.589875045035,130645,0.3325301,0.4650182
6100024,1614.600416799318,129278,0.326956,0.471025
6100024,1618.607902615727,126207,0.3234274,0.4748676
6100024,1621.608589586057,124219,0.3203491,0.4782455
6100024,1624.605053077551,122395,0.316276,0.482752
6100024,1627.597293090209,119813,0.3147237,0.4844805
6100024,1630.58530962403,117986,0.3105594,0.4891483
6100024,1633.569102679014,115234,0.3096369,0.4901885
6100024,1636.548672255162,113555,0.3042194,0.4963415
6100024,1639.524018352474,110923,0.3025777,0.4982213
6100024,1643.484576626255,107525,0.2988556,0.5025097
6100024,1646.450067939614,105285,0.295256,0.5066919
6100024,1649.411335774137,102186,0.2935994,0.5086284
6100024,1652.368380129824,99399,0.289622,0.5133079
6100024,1655.321201006674,96308,0.2854465,0.518267
6100024,1658.269798404687,92918,0.2807533,0.5238979
6100024,1661.214172323864,89265,0.2738467,0.5322962
6100024,1664.154322764205,85301,0.2638848,0.5446472
6100024,1668.067953495358,77706,0.2532658,0.5581285
6100024,1670.998249151746,71907,0.2397843,0.5757258
6100024,1673.924321329298,64332,0.2309474,0.5875605
6100024,1676.846170028014,56867,0.2193473,0.6034659
6100024,1679.763795247893,49534,0.2097526,0.6169463
6100024,1682.677196988936,42148,0.2067793,0.6211846
6100024,1685.586375251142,35673,0.2084446,0.6188073
6100024,1688.491330034511,30216,0.209773,0.6169174
6100024,1692.358033223036,23451,0.2266116,0.5934558
6100024,1695.253133222454,19938,0.2317079,0.5865325
6100024,1698.144009743035,17328,0.2309263,0.587589
6100024,1701.030662784779,14585,0.2408247,0.5743483
