Serial Number, Wavelength,Intensity,Absorbance,Reflectance
6100024,1608.575109811916,139493,0.3139676,0.4853247
6100024,1611.589875045035,136601,0.313169,0.486218
6100024,1614.600416799318,134559,0.3095679,0.4902664
6100024,1618.607902615727,131236,0.3064579,0.4937898
6100024,1621.608589586057,129121,0.3035403,0.4971183
6100024,1624.605053077551,126429,0.3021929,0.4986629
6100024,1627.597293090209,123811,0.3004684,0.500647
6100024,1630.58530962403,121263,0.2986616,0.5027342
6100024,1633.569102679014,118223,0.2985155,0.5029033
6100024,1636.548672255162,115069,0.2984673,0.5029591
6100024,1639.524018352474,112478,0.2965317,0.5052058
6100024,1643.484576626255,107703,0.2981373,0.5033415
6100024,1646.450067939614,104125,0.3000675,0.5011093
6100024,1649.411335774137,100924,0.2989963,0.5023469
6100024,1652.368380129824,97248,0.2991234,0.5021999
6100024,1655.321201006674,93795,0.2969292,0.5047436
6100024,1658.269798404687,90232,0.2934926,0.5087534
6100024,1661.214172323864,86910,0.2854581,0.518253
6100024,1664.154322764205,82905,0.2762582,0.5293487
6100024,1668.067953495358,76842,0.2581217,0.5519228
6100024,1670.998249151746,70994,0.2453339,0.5684158
6100024,1673.924321329298,64409,0.2304279,0.5882638
6100024,1676.846170028014,57180,0.2169635,0.6067874
6100024,1679.763795247893,49691,0.2083783,0.6189017
6100024,1682.677196988936,42548,0.2026771,0.6270799
6100024,1685.586375251142,36459,0.1989795,0.6324417
6100024,1688.491330034511,30876,0.2003889,0.6303926
6100024,1692.358033223036,24560,0.2065446,0.6215204
6100024,1695.253133222454,21283,0.2033567,0.6260995
6100024,1698.144009743035,17955,0.2154893,0.6088505
6100024,1701.030662784779,15251,0.2214328,0.6005749
