Serial Number, Wavelength,Intensity,Absorbance,Reflectance
6100024,1210.262135486817,90379,0.596619,0.2531518
6100024,1213.790757311713,92154,0.5938475,0.2547725
6100024,1217.315155657772,93443,0.5939417,0.2547172
6100024,1220.835330524994,94617,0.5942841,0.2545165
6100024,1224.35128191338,96738,0.5903178,0.2568516
6100024,1227.86300982293,98092,0.5898974,0.2571003
6100024,1232.538743846361,100126,0.5884169,0.2579782
6100024,1236.040616971958,101775,0.5862671,0.2592584
6100024,1239.538266618719,103041,0.5849307,0.2600574
6100024,1243.031692786643,104399,0.5822777,0.261651
6100024,1246.520895475731,105677,0.580616,0.262654
6100024,1250.005874685983,107096,0.5793461,0.2634231
6100024,1253.486630417398,109064,0.5783255,0.2640429
6100024,1256.963162669976,110984,0.5793599,0.2634147
6100024,1261.591969150779,114777,0.5759645,0.2654822
6100024,1265.058646619406,116663,0.5759161,0.2655119
6100024,1268.521100609196,118465,0.5762382,0.265315
6100024,1271.979331120149,119846,0.5773031,0.2646653
6100024,1275.433338152266,121644,0.5765346,0.265134
6100024,1278.883121705547,123073,0.576664,0.265055
6100024,1282.32868177999,124243,0.5771537,0.2647563
6100024,1285.770018375598,124536,0.5801333,0.2629461
6100024,1290.351897313773,124448,0.5850474,0.2599876
6100024,1293.783379125428,124636,0.5875369,0.2585015
6100024,1297.210637458247,124231,0.5914455,0.2561855
6100024,1300.63367231223,123605,0.5963776,0.2532926
6100024,1304.052483687376,122480,0.6024977,0.2497482
6100024,1307.467071583685,121416,0.6081771,0.2465034
6100024,1310.877436001158,120254,0.6139842,0.2432293
6100024,1314.283576939795,118018,0.623508,0.2379534
6100024,1318.818528335342,114846,0.6375197,0.2303989
6100024,1322.214814490026,112709,0.6463351,0.2257693
6100024,1325.606877165874,109561,0.6594078,0.2190747
6100024,1328.994716362886,106691,0.671833,0.2128958
6100024,1332.378332081061,103670,0.6846732,0.2066935
6100024,1335.757724320399,100270,0.6990306,0.1999721
6100024,1339.132893080901,97147,0.7121655,0.1940146
6100024,1342.503838362567,93991,0.7262788,0.1878111
6100024,1345.870560165395,90756,0.7404636,0.1817759
6100024,1350.352952713199,87227,0.7559413,0.1754117
6100024,1353.709819732076,84312,0.7686158,0.1703665
6100024,1357.062463272117,81820,0.7802147,0.1658767
6100024,1360.410883333321,79159,0.7928341,0.1611261
6100024,1363.755079915688,76351,0.8067871,0.1560317
6100024,1367.095053019219,73640,0.8207602,0.1510914
6100024,1370.430802643913,70112,0.8402519,0.1444602
